,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,uuid,market,enterpriseToRevenue,enterpriseToEbitda,forwardEps,sharesOutstanding,bookValue,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,floatShares,beta,enterpriseValue,priceHint,lastSplitDate,lastSplitFactor,earningsQuarterlyGrowth,priceToSalesTrailing12Months,pegRatio,forwardPE,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,regularMarketDayHigh,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,dividendRate,exDividendDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,marketCap,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,address2,Company,IND.,SECT.,Home Market,LP,under_obs,Intangible Assets,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Gains Losses Not Affecting Retained Earnings,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable,Other Current Assets,Long Term Debt,Capital Surplus,Minority Interest,Good Will,Deferred Long Term Asset Charges,Deferred Long Term Liab,Income Before Tax,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Dividends Paid,Investments,Issuance Of Stock,Other Cashflows From Financing Activities,Change To Operating Activities,Effect Of Exchange Rate,Repurchase Of Stock
HMX1R.RG,5001,Industrials,183,"AS HansaMatrix develops and manufactures electronic systems in Baltic, Nordic, other European Union countries, and internationally. The company offers electronics optics and imaging products; and Internet of Things products, including RF connectivity solutions, embedded hardware solutions, embedded software/firmware, and battery powered systems, as well as deploys Android/Linux/Win10 operating systems. It also provides smart city solutions; liquid crystal and optical devices; scientific and medical equipment; robotics and automation solutions; product engineering services; assembled electronic PCB and system testing; quality management systems; and rapid prototype, optical and display systems, and other manufacturing services. In addition, the company engages in the creation and licensing of intellectual property; and develops industrial real estate project. It serves industrial systems, data network infrastructure, Internet of Things, medical, and other B2B (business-to-business) market sectors. The company was formerly known as Hanzas Elektronika, SIA and changed its name to AS HansaMatrix in January 2016. AS HansaMatrix was incorporated in 1999 and is based in Ogre, Latvia.",Ogre,371 6504 9088,Latvia,[],https://www.hansamatrix.com,1,Akmenu street 72,,Conglomerates,0.06225,-0.10594,0.12096,2537902.0,0.085,-0.0089,1411571.0,8.88,none,3146263,2025186.0,8.88,6.68,,0.796,-0.00428,1.0,8.88,190.933,-0.34687,8.88,151976.0,10911938.0,22677096.0,0.083,EUR,12.377,0.29,,RIS,HansaMatrix,AS HansaMatrix,Europe/Riga,EET,False,7200000,EQUITY,HMX1R.RG,finmb_5921888,9e3a3033-7930-3807-9d35-f9df17ae386e,rg_market,1.036,16.644,,1829380.0,4.629,1640908800,0.21812001,-2402379.0,-0.256,1.4430761,0.52576,1703980800,1656547200,655126.0,0.541021,23494036,2,,,,0.53888106,,,6.84,6.8,6.91745,0.004385965,0.0,6.86,945,6.84,6.5116,0.03,6.8,945,,1623196800.0,6.68,EUR,,105,12220258.0,786,6.68,6.86,0.0,105,9.6,,5.96,6.66,False,,0.0,6.86,6.68,https://logo.clearbit.com/hansamatrix.com,,HansaMatrix,TEC,TEC,RIG,1,0,957724.0,22102750.0,6434378.0,1380517.0,28537128.0,1829381.0,112537.0,2624085.0,2056881.0,42333.0,451210.0,11653104.0,2433034.0,2056881.0,12836464.0,8532226.0,6168381.0,5476654.0,,3986399.0,4038708.0,5717775.0,,5370208.0,2435579.0,,,,,-1938590.0,-1952310.0,2892965.0,3146263.0,952995.0,952995.0,-699697.0,-565415.0,13720.0,21962274.0,21009279.0,18816011.0,-2891585.0,,-1952310.0,-1952310.0,2358746.0,-1113101.0,-2854869.0,-2476866.0,-379033.0,3210934.0,2587401.0,,-1994348.0,-395185.0,2606630.0,-1120591.0,-54881.0,1518.0,,432884.0,,,
HPR1T.TL,10112,Real Estate,23,"Hepsor AS engages in the real estate development business in Estonia and Latvia. The company develops, rents, and sells residential and commercial real estate properties. It also provides project management services. The company's portfolio is comprised of 27 development projects with a total sellable space of 180,000 m2. The company was incorporated in 2011 and is based in Tallinn, Estonia.",Tallinn,372 6 609 009,Estonia,[],https://hepsor.ee,1,JAervevana tee 7b,,Real Estate—Development,0.08158,-0.01403,0.17798,-16486000.0,1.723,0.07991,1227000.0,,none,3059000,-19337876.0,,9.41,,6.849,0.01472,,,197.345,0.101730004,,4361000.0,37243000.0,15041000.0,1.131,EUR,4.06,0.504,,TAL,Hepsor,Hepsor AS,Europe/Tallinn,EET,False,7200000,EQUITY,HPR1T.TL,finmb_604229759,2bb9abc1-3bb7-3605-bb69-2c276edadc3e,tl_market,4.635,56.822,,,,1640908800,0.0,-211000.0,,,0.7782,1703980800,1656547200,854973.0,,69720280,2,,,,,,,9.4,9.4,10.6044,,0.0,9.41,389,9.4,9.5276,,9.4,389,,,9.35,EUR,,216,,362,9.35,9.45,,216,13.12,,9.01,9.4,False,,,9.41,9.41,https://logo.clearbit.com/hepsor.ee,,Hepsor,REA,REA,TLN,0,0,,36308000.0,18904000.0,4669000.0,55345000.0,18904000.0,,1053000.0,,3548000.0,10889000.0,12327000.0,5501000.0,,229000.0,51166000.0,402000.0,18904000.0,,2512000.0,37383000.0,1506000.0,382000.0,22862000.0,,133000.0,,,,1689000.0,-22000.0,1213000.0,3059000.0,1880000.0,1880000.0,-34000.0,-434000.0,-44000.0,14961000.0,13081000.0,11902000.0,-191000.0,,1733000.0,-22000.0,0.0,-4311000.0,12059000.0,20199000.0,6682000.0,-9206000.0,157000.0,-3265000.0,-12816000.0,18000.0,1947000.0,,-188000.0,-2000.0,9555000.0,-1227000.0,1510000.0,,
IGN1L.VS,4215,Utilities,3884,"AB Ignitis grupe, together with its subsidiaries, generates, distributes, trades, and supplies electricity and heat. It also produces renewable electricity; supplies liquefied natural gas; trades and distributes natural gas; and constructs, repairs, maintains electricity networks and related equipment, as well as connects customers to electricity networks. In addition, the company provides information technology, telecommunications, and other services; public procurement, accounting, and legal personnel administration services; and payment collection services. Further, it operates wind power plants; and produces metal structures, as well as involved in the rental, leasing, repairing, and maintenance services for vehicles. AB Ignitis grupe was incorporated in 2008 and is headquartered in Vilnius, Lithuania.",Vilnius,,Lithuania,[],https://ignitisgrupe.lt,1,Laisves ave. 10,,Utilities—Diversified,0.13254,0.07233,0.20336,-47152000.0,1.246,0.08785,382081984.0,20.0,buy,457218000,-786700480.0,24.7,19.06,2.906,2.655,0.0365,2.0,24.7,70.607,0.103190005,29.4,346167008.0,1502354048.0,2882760960.0,4.782,EUR,39.222,1.673,2.0,LIT,Ignitis Grupe,AB Ignitis grupe,Europe/Vilnius,EET,False,7200000,EQUITY,IGN1L.VS,finmb_62369802,16799d05-1f01-3772-b5e8-4ef75cf98b1b,vs_market,0.862,6.501,1.69,74283800.0,24.802,1640908800,0.00465,208502000.0,2.876,0.7684864,0.74941003,1703980800,1656547200,15179965.0,0.327577,2483800576,2,,,2.756,0.49114347,,11.278106,18.96,19.04,18.6464,0.030537976,0.41869998,19.06,11792,18.96,18.7028,0.579,19.04,11792,1.22,1665532800.0,18.98,EUR,6.62726,6514,1415849216.0,12121,18.98,19.06,,6514,21.95,,17.24,19.04,False,0.0668,,19.06,19.06,https://logo.clearbit.com/ignitisgrupe.lt,,Ignitis grupė,UTI,UTI,VLN,1,0,109108000.0,2402272000.0,1848981000.0,249115000.0,4251253000.0,1658756000.0,90184000.0,540407000.0,100041000.0,140712000.0,449073000.0,697513000.0,23174000.0,123041000.0,2667119000.0,1304293000.0,25094000.0,1734946000.0,,464358000.0,248704000.0,91874000.0,141507000.0,1118077000.0,,,4927000.0,15547000.0,,168457000.0,153904000.0,97354000.0,457218000.0,202474000.0,202474000.0,33887000.0,-23638000.0,14553000.0,1868917000.0,1666443000.0,1411699000.0,-34017000.0,,153904000.0,153904000.0,186572000.0,-228730000.0,79455000.0,-78040000.0,-209722000.0,97048000.0,128448000.0,14258000.0,-129631000.0,-294587000.0,47542000.0,-237813000.0,-87769000.0,,,-43052000.0,,,-26674000.0
KNF1L.VS,92276,Energy,355,"AB Klaipedos nafta engages in oil terminal, oil products transshipment, and other related activities primarily in Lithuania. It operates through LNGT, OT, and comLNG segments. The company also operates liquefied natural gas terminals. It transships oil products, including diesel fuel of various types, gasoline of various types, jet fuel, fuel oil of various types, technological fuel, vacuum gas oil, and crude oil products, as well as other products, such as ethanol, nonethylene glycol, and fatty acid methyl ester; reloads crude oil and oil products into trucks; and accumulates and stores crude oil and oil products. The company also engages in the collection of wastewaters from sea vessels; mooring; inspection of parameters of oil products; blending of heavy and light oil products; and supply of fuel and water to vessels. In addition, it stores and handles oil products; and adds bio-additives and marks substances to oil products. The company was founded in 1857 and is based in Klaipeda, Lithuania.",Klaipeda,370 46 391 772,Lithuania,[],https://www.kn.lt,1,Buriu Street 19,370 46 311 399,Oil & Gas Midstream,0.22537,-1.07462,0.21087,31666000.0,0.134,0.08859,14910000.0,,none,9192000,15040750.0,,0.231,,1.225,0.00611,,,323.305,-0.42668998,,63468000.0,424014016.0,66158000.0,0.167,EUR,0.174,1.181,,LIT,Klaipedos Nafta,AB Klaipedos nafta,Europe/Vilnius,EET,False,7200000,EQUITY,KNF1L.VS,finmb_9829876,650b4924-a03c-35dc-8ed5-e114841cc5ac,vs_market,6.686,29.667,,380396992.0,0.548,1640908800,0.0053899996,-71013000.0,0.064,0.42153287,0.829,1703980800,1656547200,65047816.0,0.573916,442331264,4,,,,1.3282098,,,0.23,0.23,0.26339,0.086956516,0.0,0.233,29223,0.23,0.22073,0.02,0.23,29223,,1620777600.0,0.23,EUR,3.609375,3766,87871704.0,43929,0.23,0.231,0.0,3766,0.312,,0.203,0.23,False,,0.0,0.233,0.231,https://logo.clearbit.com/kn.lt,,Klaipėdos nafta,IND,IND,VLN,0,0,456000.0,427368000.0,144713000.0,7674000.0,572081000.0,110315000.0,-53075000.0,6478000.0,83471000.0,3616000.0,61517000.0,61416000.0,3879000.0,83471000.0,488942000.0,78841000.0,226000.0,144257000.0,,14973000.0,1798000.0,2161000.0,,116044000.0,4002000.0,,,3616000.0,,-75767000.0,-64011000.0,6813000.0,9192000.0,1450000.0,1450000.0,1122000.0,-2281000.0,-11756000.0,61811000.0,60361000.0,52619000.0,-77217000.0,,-64011000.0,-63929000.0,-4349000.0,15297000.0,-18122000.0,-27978000.0,10441000.0,23122000.0,25389000.0,329000.0,617000.0,-1610000.0,67501000.0,-9030000.0,-7538000.0,23998000.0,,-2318000.0,-672000.0,,
LHV1T.TL,10145,Financial Services,820,"AS LHV Group, through its subsidiaries, provides various banking products and services to private and business clients in Estonia. It operates through Retail Banking, Corporate Banking, Asset Management, Hire Purchase, Financial Intermediaries, and Insurance segments. The company offers demand and fixed-term deposits; pension investment and securities accounts; cash pool, entrepreneur, non-resident, and child accounts; home and private, consumer, refinancing, car, home repair, furnishing, health and beauty, student, micro, working capital, investment, margin, and apartment association loans; and overdrafts, leasing, hire-purchase, guarantees, letters of credit, documentary collection, and factoring services, as well as financing the acquisition of a company. It also provides home, casco, motor third-party liability, equipment, dwelling, warranty, and travel insurance products. In addition, the company offers pension investment account, micro investment, securities and growth account, trading and brokerage services, and portfolio management services; private and business banking cards; payments and e-invoices; and investment advices, as well as mobile banking and ATM services. AS LHV Group was founded in 1999 and is based in Tallinn, Estonia.",Tallinn,372 6 800 400,Estonia,[],https://www.lhv.ee,1,Tartu mnt 2,372 6 800 410,Banks—Regional,0.0,0.36349,0.0,-541158016.0,0.063,0.46056998,,,none,136434000,,,3.175,-0.4,,0.00885,,,,0.16726999,,2995900928.0,616313984.0,150168000.0,9.498,EUR,0.489,,,TAL,LHV Group,AS LHV Group,Europe/Tallinn,EET,False,7200000,EQUITY,LHV1T.TL,finmb_249328052,04280560-dcd6-3bd0-a56e-acb30c3bb449,tl_market,-9.536,,0.75,29118900.0,8.622,1640908800,0.05815,54585000.0,1.419,0.36824402,0.45241,1703980800,1664496000,89003340.0,0.909442,-1431950848,4,,,-0.354,0.6156605,,4.233333,3.13,3.15,3.5658307,0.092651755,,3.19,38294,3.13,3.1539,0.29,3.15,38294,0.04,1649808000.0,3.145,EUR,2.2374911,40733,92452504.0,54931,3.145,3.175,0.0,40733,4.494364,1.32,2.9,3.17,False,0.0135,0.0,3.19,3.175,https://logo.clearbit.com/lhv.ee,,LHV Group,FIN,BAN,TLN,0,0,3764000.0,6520132000.0,316417000.0,45598000.0,6844933000.0,29864000.0,184459000.0,1101000.0,4733000.0,2687457000.0,3930012000.0,5859507000.0,,4733000.0,8474000.0,4136388000.0,5236000.0,309039000.0,,9752000.0,,5811651000.0,58410000.0,659524000.0,97361000.0,8384000.0,3614000.0,,8061000.0,71249000.0,58261000.0,65185000.0,136434000.0,0.0,71249000.0,,,10986000.0,136434000.0,65185000.0,0.0,0.0,,60263000.0,58261000.0,0.0,181469000.0,98134000.0,1805018000.0,1577728000.0,-408825000.0,4246000.0,,,,8335000.0,-6688000.0,-8358000.0,188157000.0,26938000.0,1688304000.0,-483485000.0,66000.0,
MRK1T.TL,11314,Industrials,670,"AS Merko Ehitus, through its subsidiaries, engages in the construction and real estate development activities in the Republic of Estonia, Latvia, Lithuania, and Norway. It operates through Construction Service and Real Estate Development segments. The company constructs various buildings, including commercial and office buildings, retail and entertainment centers, hotels, and spas, as well as public buildings, dwellings, and specific industrial buildings. It also designs and constructs various infrastructure facilities, such as port, waste handling, and road infrastructure, including bridges, tunnels, overpasses, and roads; environment protection facilities; drinking water and waste water treatment facilities; water and sewerage mains; and other engineering and technical sites. In addition, the company provides road maintenance and repair services; and machinery repair services. Further, it undertakes supervision of excavation works and condition of roads; and concrete works that include buildings and infrastructure constructed of prefabricated or concrete panels. Additionally, the company develops apartment projects, long-term real estate investments, and real estate projects for business purposes; and maintains and leases real estate properties. The company was founded in 1990 and is based in Tallinn, the Republic of Estonia. AS Merko Ehitus is a subsidiary of AS Riverito.",Tallinn,372 6 501 250,Estonia,[],https://group.merko.ee,1,JAervevana tee 9G,372 6 501 251,Engineering & Construction,0.083330005,0.076,0.13397999,-26228000.0,0.024,0.07895,29142000.0,,none,46812000,-37045248.0,,14.14,-0.344,1.783,0.05276,,,57.517,0.17382999,,16773000.0,90007000.0,349712992.0,0.948,EUR,19.758,0.377,,TAL,Merko Ehitus,AS Merko Ehitus,Europe/Tallinn,EET,False,7200000,EQUITY,MRK1T.TL,finmb_44673446,32f3aa74-ed7a-3b5c-8b7f-dc708b4c196f,tl_market,0.879,10.546,,17700000.0,8.657,1640908800,0.03497,26579000.0,1.299,1.6333604,0.76899004,1703980800,1656547200,4269948.0,0.631578,307342016,2,,,-0.344,0.7156669,,,14.12,14.12,14.3814,0.07082153,0.66230005,14.18,1622,14.12,13.3676,1.0,14.12,1622,1.0,1654214400.0,14.08,EUR,10.885297,513,250278000.0,2737,14.08,14.14,0.0,513,16.96,,11.6,14.06,False,0.075500004,0.0,14.18,14.14,https://logo.clearbit.com/group.merko.ee,,Merko Ehitus,IND,CON,TLN,1,0,524000.0,157360000.0,167239000.0,53028000.0,324372000.0,7929000.0,160101000.0,6012000.0,-791000.0,37146000.0,44930000.0,110347000.0,10768000.0,-791000.0,17800000.0,261121000.0,7708000.0,166642000.0,,48457000.0,160593000.0,29413000.0,1135000.0,38350000.0,,-227000.0,73000.0,622000.0,,32127000.0,29140000.0,17536000.0,46812000.0,29975000.0,29975000.0,-699000.0,-681000.0,3104000.0,339375000.0,309400000.0,292563000.0,2152000.0,,29023000.0,29140000.0,30916000.0,-6517000.0,21812000.0,4135000.0,-2550000.0,-200000.0,2369000.0,12000.0,-34148000.0,-28243000.0,-2423000.0,-2403000.0,-17686000.0,-4550000.0,,9000.0,1981000.0,32000.0,
NCN1T.TL,10149,Industrials,671,"Nordecon AS operates as a construction company in Estonia, Sweden, Finland, and Ukraine. The company operates in Buildings and Infrastructure segments. It is involved in the general contracting and project management. The company engages in the construction of commercial, residential, industrial, and public buildings; road construction and maintenance; specialist and environmental engineering; and concrete works and housing development. Further, it is involved in road maintenance and traffic management services, building and infrastructure design services, geodetic surveys, and rental of road construction and earth moving machines, as well as carries out infrastructure works as a subcontractor. The company was formerly known as Nordecon International AS and changed its name to Nordecon AS in January 2011. Nordecon AS was founded in 1988 and is based in Tallinn, Estonia. Nordecon AS is a subsidiary of AS Nordic Contractors.",Tallinn,372 6 154 400,Estonia,[],https://www.nordecon.com,1,Toompuiestee 35,372 6 154 401,Engineering & Construction,0.0033000002,-0.01591,0.028900001,5573000.0,0.171,0.00028,1055000.0,,none,7367000,8361375.0,,0.729,,0.913,0.00037,,,87.91,-0.103140004,,4967000.0,24177000.0,319824000.0,0.158,EUR,10.144,0.591,,TAL,Nordecon,Nordecon AS,Europe/Tallinn,EET,False,7200000,EQUITY,NCN1T.TL,finmb_27339655,891291c5-a5f7-3335-8268-71b7fa605913,tl_market,0.145,43.932,,30756700.0,1.074,1640908800,0.0,-5090000.0,0.078,0.6787709,0.73235,1703980800,1656547200,6722525.0,0.650541,46348440,4,1180051200.0,2:1,,0.07010616,,,0.735,0.738,0.8548,0.08163265,0.0,0.738,5525,0.735,0.75018,0.06,0.738,5525,,1623628800.0,0.72,EUR,9.346153,1194,22421634.0,7352,0.72,0.738,0.0,1194,1.29,,0.681,0.73,False,,0.0,0.738,0.729,https://logo.clearbit.com/nordecon.com,,Nordecon,IND,CON,TLN,0,0,402000.0,106945000.0,25197000.0,14014000.0,135071000.0,14379000.0,8895000.0,6222000.0,1288000.0,15278000.0,9031000.0,93318000.0,3074000.0,1948000.0,17433000.0,87706000.0,76000.0,10619000.0,,48091000.0,25637000.0,44924000.0,4042000.0,1073000.0,635000.0,2929000.0,14176000.0,,473000.0,-4698000.0,-6310000.0,6612000.0,7367000.0,-1290000.0,-1290000.0,2045000.0,-982000.0,808000.0,288534000.0,289824000.0,281167000.0,-3408000.0,,-5506000.0,-6310000.0,0.0,312000.0,-5162000.0,-11225000.0,-3545000.0,7365000.0,3499000.0,12000.0,,,10136000.0,-232000.0,-5000000.0,,,-1063000.0,,3000.0,
NTU1L.VS,44245,Consumer Cyclical,160,"Novaturas AB engages in the tour operator and travel agency activities in the Baltic States. The company operates through Flight Packages, Sightseeing Tours by Plane, Sightseeing Tours by Coach, and Other segments. It offers summer and winter holiday packages, as well as sightseeing tours by coach and aircraft to approximately 30 destinations worldwide. The company also sells flight tickets and hotel accommodations. It offers its products through retail travel agencies and internal sales channels, as well as an e-commerce platform. The company was incorporated in 1999 and is headquartered in Kaunas, Lithuania.",Kaunas,370 37 321 264,Lithuania,[],https://www.novaturasgroup.com,1,A. Mickeviciaus Street 27,370 37 321 130,Travel Services,-0.0004,-0.01091,0.09432,-924000.0,1.65,-0.00046,-69000.0,,none,13489000,50375.0,,3.0,,0.752,-0.00090000004,,,103.723,-0.13033,,8048000.0,13931000.0,171528000.0,1.031,EUR,21.971,0.37,,LIT,Novaturas,Novaturas AB,Europe/Vilnius,EET,False,7200000,EQUITY,NTU1L.VS,finmb_9273172,2ab362d7-716e-3af7-884f-662661822b2a,vs_market,0.156,-387.414,,7807000.0,1.501,1640908800,0.00961,-1871000.0,-0.618,1.9986675,0.57757,1703980800,1656547200,3161835.0,1.045819,26731594,4,,,,0.1365433,,,2.988,2.98,3.41007,0.45046854,0.0,3.008,6774,2.988,2.75906,1.346,2.98,6774,,1539216000.0,2.978,EUR,,1658,23421000.0,4148,2.978,3.0,0.0,1658,4.17,,2.5,2.996,False,,0.0,3.008,3.0,https://logo.clearbit.com/novaturasgroup.com,,Novaturas,CON,TRA,VLN,1,0,127000.0,29553000.0,15088000.0,9495000.0,44641000.0,234000.0,14712000.0,,142000.0,898000.0,5719000.0,17114000.0,2094000.0,142000.0,418000.0,12871000.0,,-15366000.0,,638000.0,,4896000.0,270000.0,12232000.0,,,30327000.0,851000.0,,938000.0,909000.0,11195000.0,13489000.0,2403000.0,2403000.0,-109000.0,-1098000.0,29000.0,108995000.0,106592000.0,95506000.0,-1465000.0,,909000.0,909000.0,2935000.0,-112000.0,-2684000.0,-2684000.0,554000.0,3350000.0,238000.0,,2000.0,-23000.0,527000.0,-112000.0,,,,,-1321000.0,,
PKG1T.TL,11316,Real Estate,72,"AS Pro Kapital Grupp, a real estate development company, develops, manages, purchases, and sells commercial and residential real estate properties in Estonia, Latvia, and Lithuania. The company develops and sells apartments; develops and leases retail and office premises, as well as develops shopping and entertainment centers in Tallinn; and provides maintenance and other services. It also operates a hotel in Germany. The company was founded in 1994 and is based in Tallinn, Estonia.",Tallinn,372 61 44920,Estonia,[],https://www.prokapital.com,1,Sõjakooli 11,,Real Estate—Diversified,0.17403,0.18693,0.27059,28366000.0,12.479,0.17066,11657000.0,,none,10576000,22598124.0,,0.628,-0.814,2.158,0.05909,,,103.568,0.30773002,,15208000.0,48624000.0,66982000.0,0.268,EUR,1.182,0.534,,TAL,Pro Kapital Grupp,AS Pro Kapital Grupp,Europe/Tallinn,EET,False,7200000,EQUITY,PKG1T.TL,finmb_22038755,86ea82ba-b118-38ba-b3b0-b8e371f28edb,tl_market,1.066,6.125,,56688000.0,0.309,1640908800,0.0,12521000.0,-0.946,2.0323627,0.0986,1703980800,1656547200,20651422.0,0.809984,71396928,4,,,-0.814,0.53148705,,,0.628,0.63,0.934955,0.023885349,0.0,0.63,13201,0.628,0.6562,0.015,0.63,13201,,1515110400.0,0.628,EUR,,371,35600064.0,6024,0.628,0.628,0.0,371,1.58,,0.62,0.622,False,,0.0,0.63,0.628,https://logo.clearbit.com/prokapital.com,,Pro Kapital Grupp,REA,REA,TLN,1,0,92000.0,73183000.0,42843000.0,17193000.0,116026000.0,11338000.0,26773000.0,1201000.0,2984000.0,40755000.0,9626000.0,25527000.0,3833000.0,2984000.0,6956000.0,67961000.0,,42489000.0,,680000.0,57533000.0,1498000.0,,46358000.0,1748000.0,,262000.0,,,33862000.0,29757000.0,5760000.0,10576000.0,4497000.0,4497000.0,319000.0,-5945000.0,-10000.0,43095000.0,38598000.0,32519000.0,29365000.0,-4115000.0,33872000.0,29757000.0,0.0,1164000.0,-8741000.0,-14222000.0,233000.0,13291000.0,374000.0,3000.0,818000.0,4492000.0,-22500000.0,-178000.0,,,,-5481000.0,350000.0,,
PTR1L.VS,35173,Industrials,831,"AB Panevezio Statybos Trestas, together with its subsidiaries, designs and constructs buildings, structures, equipment, communications, and other facilities and networks in Lithuania and internationally. It operates through four segments: Construction, Steel Structures, Wooden Panel Houses, and Other Activity. The Construction segment engages in electrical installation works, renovation of buildings, installation of plumbing, sewage and fire protection systems, video surveillance systems, and security and fire alarm systems. The Steel Structures segment involved in designing and fabrication of steel structures for construction purposes, as well as supplies steel structures to various companies. The Wooden Panel Houses segment manufactures, constructs, and outfits wooden panel houses. The Other Activity segment engages in real estate development; wholesale trades of building materials; production of aluminum constructions; and installation of concrete floor, as well as heating, ventilation, and air-conditioning systems. The company undertakes industrial, public, cultural heritage, and residential projects. It also engages in the indoor water supply. The company was founded in 1957 and is based in Panevezys, Lithuania.",Panevezys,370 45 505 503,Lithuania,[],https://www.pst.lt,1,P. Puzino Street 1,370 45 505 520,Engineering & Construction,-0.0068900003,-0.0051200003,0.09228,-5246000.0,0.17,-0.01596,-734000.0,,none,12168000,-6387625.0,,0.536,,1.266,-0.0126600005,,,71.157,-0.01351,,10269000.0,21305000.0,106467000.0,0.628,EUR,6.512,0.825,,LIT,Panevezio Statybos Trestas,AB Panevezio Statybos Trestas,Europe/Vilnius,EET,False,7200000,EQUITY,PTR1L.VS,finmb_8808259,2fe7ec02-0fbc-3bb3-aa43-790a590657b6,vs_market,0.196,-28.444,,16350000.0,1.61,1640908800,0.03756,-545000.0,-0.581,0.33291927,0.555,1703980800,1656547200,7275750.0,0.482972,20878100,4,,,,0.08231283,,,0.548,0.548,0.56241,0.054744527,0.0,0.548,2755,0.548,0.51996,0.03,0.548,2755,,1589328000.0,0.534,EUR,,918,8763600.0,4183,0.534,0.548,0.0,918,0.698,,0.5,0.538,False,,0.0,0.548,0.536,https://logo.clearbit.com/pst.lt,,Panevėžio statybos trestas,IND,CON,VLN,0,0,267000.0,55650000.0,29324000.0,17109000.0,86204000.0,4742000.0,17713000.0,2624000.0,6869000.0,32522000.0,11888000.0,33585000.0,816000.0,6869000.0,9846000.0,43569000.0,703000.0,29057000.0,,18483000.0,10129000.0,15660000.0,1303000.0,19441000.0,,1230000.0,31000.0,390000.0,,4205000.0,3049000.0,9759000.0,12168000.0,2512000.0,2512000.0,-98000.0,-484000.0,706000.0,98451000.0,95939000.0,86283000.0,1693000.0,,3499000.0,3049000.0,5710000.0,-412000.0,4612000.0,4128000.0,2478000.0,-1238000.0,1063000.0,2000.0,-3168000.0,-6306000.0,-1039000.0,-796000.0,,,,-484000.0,-547000.0,,
